,id,name,summary,host_id,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,city,state,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,review_scores_rating_new,review_scores_accuracy_new,review_scores_cleanliness_new,review_scores_checkin_new,review_scores_communication_new,review_scores_location_new,review_scores_value_new,reviews_per_month_category,price_range
0,7087327,Historic DC Condo-Walk to Capitol!,"Professional pictures coming soon! Welcome to Hill Flats. Enjoy being across the street from the Library of Congress, short walk to US Capitol, museums and Union Station. Restaurants and bars a few blocks from our peaceful neighborhood.",15830506,21/05/2014,f,26,t,t,"3rd Street Southeast, Washington, DC 20003, United States","Capitol Hill, Lincoln Park",Washington,DC,20003,"Washington, DC",38.89004639,-77.0028081,t,House,Entire home/apt,4,Real Bed,160,100,115,1,0,1,1125,0,0,8,283,0,0,0,f,flexible,f,f,18,0,0,0,0,0,0,0,0,None,0150-0200
1,975833,Spacious Capitol Hill Townhouse,N/A,5338703,05/03/2013,f,1,t,f,"11th Street Southeast, Washington, DC 20003, United States","Capitol Hill, Lincoln Park",Washington,DC,20003,"Washington, DC",38.88041282,-76.99048487,t,House,Entire home/apt,6,Real Bed,350,0,100,1,0,2,30,12,38,68,343,65,22/03/2013,28/09/2015,f,strict,f,f,1,2.11,94,10,9,10,10,9,9,Medium,0350-0500
2,8249488,Spacious/private room for single,"This is an ideal room for a single traveler that is looking for a quiet environment. Close to metro stations for easy commute to and from the city. Previous guest include military officers, businessmen, International students, grad school students.",1487418,09/12/2011,f,2,t,t,"14th Place, Hyattsville, MD 20782, United States","Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Hyattsville,MD,20782,"Hyattsville, MD",38.95529092,-76.98600574,t,House,Private room,1,Real Bed,50,0,0,1,0,2,1125,0,30,60,60,1,10/09/2015,10/09/2015,f,flexible,f,f,1,1,95,10,10,10,10,10,10,Medium,0050-0075
3,8409022,A wonderful bedroom with library,"Prime location right on the Potomac River in Washington DC.  Contentintal breakfast included, owners and 3 loveable small dogs will be present.  Enjoy the deck and direct river view and enjoy walking distance to metro, restaurants.",16970249,18/06/2014,f,1,t,f,"O St, Washington, DC 20024, United States","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Washington,DC,20024,"Washington, DC",38.87213388,-77.01963879,f,House,Private room,2,Real Bed,95,0,0,1,0,1,1125,30,60,90,365,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0075-0100
4,8411173,Downtown Silver Spring,"Hi travellers! I live in this peaceful spot, but travel often for work.  A 7 min walk to the Metro, 10 to the city center, 5 min ride to the only two bike routes into DC. 5 min to the Beltway/95, 1 min to 16th street by car.  I love it here.",30369828,31/03/2015,f,1,t,t,"East-West Highway, Silver Spring, MD 20910, United States","Colonial Village, Shepherd Park, North Portal Estates",Silver Spring,MD,20910,"Silver Spring, MD",38.99638163,-77.04154101,t,Townhouse,Entire home/apt,4,Real Bed,50,450,15,2,15,7,1125,16,46,76,351,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0050-0075
5,8634774,Exclusive Catamaran Houseboat,DC Water living at its best!  Million dollar view of the water and beautiful yachts.  Around 600 square feet living on bottom and huge top deck.,951119,10/08/2011,f,1,t,t,"V St, Washington, DC 20024, United States","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Washington,DC,20024,"Washington, DC",38.86248633,-77.01506201,f,Boat,Entire home/apt,4,Real Bed,99,0,0,2,25,1,1125,26,56,86,361,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0075-0100
6,8498095,"Cozy DC Condo, Close to Metro!","Cozy two-bedroom, two full bath condo in the heart of Brightwood! Brand new building. Ten minute walk to Takoma Park metro. Wifi and cable included! Street parking available. No smoking or pets allowed.",4628,25/11/2008,f,1,t,t,"Butternut Street Northwest, Washington, DC 20012, United States","Takoma, Brightwood, Manor Park",Washington,DC,20012,"Washington, DC",38.97473766,-77.02707576,t,Condominium,Entire home/apt,4,Real Bed,100,150,50,2,40,3,1125,13,13,17,21,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
7,8513660,Warm and Cozy 1 Bedroom Apt,Welcome to my cozy one bedroom one bath apartment.  It is extremely spacious and will easily accommodate two guests.  The closest metro station is Brookland/Catholic University on the Red Line and is accessible to the G8 Bus!,3671500,25/09/2012,f,1,t,f,"Russell Avenue, Mount Rainier, MD 20712, United States","Woodridge, Fort Lincoln, Gateway",Mount Rainier,MD,20712,"Mount Rainier, MD",38.94148563,-76.96848475,t,Apartment,Entire home/apt,2,Real Bed,100,0,0,1,0,1,1125,30,60,90,365,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
8,8298145,Private room for rent,"The house is located in Capitol Heights Maryland, nearby Washington DC . around 12-15minutes walk to Capitol Heights Metro station .   parking free,  high speed internet access.",5159038,20/02/2013,f,8,t,f,"Larchmont Avenue, Capitol Heights, MD 20743, United States","Capitol View, Marshall Heights, Benning Heights",Capitol Heights,MD,20743,"Capitol Heights, MD",38.88010496,-76.91903054,t,House,Private room,2,Real Bed,38,0,0,1,10,2,180,25,55,85,360,1,15/09/2015,15/09/2015,t,moderate,f,f,1,1,100,10,10,10,10,10,10,Medium,0000-0050
9,295345,Elite Room w/private bath Eden Park,"1 of 9 rooms in Eden Park Guest House in beautiful Takoma Park, the Elite Room comes w complimentary full breakfast, WIFI, queen-size bed, private bathroom w shower (sink is outside of the bathroom), off-street parking, a mini-fridge and microwave",347309,14/01/2011,f,9,t,f,"Carroll Ave, Takoma Park, MD 20912, United States","Takoma, Brightwood, Manor Park",Takoma Park,MD,20912,"Takoma Park, MD",38.97559245,-77.01071326,t,Bed & Breakfast,Private room,2,Real Bed,71,0,10,1,0,2,365,17,47,77,352,4,05/10/2014,25/05/2015,t,flexible,t,t,2,0.33,90,10,9,10,8,10,10,Low,0050-0075
10,1745866,"Takoma Comfort, DC Convenience","Our 1918 farmhouse looks out over 1 acre of forested land, while being located 1.5 blocks from the Takoma Metro Station. We are 1 block over the Washington, DC line. It's the best of both worlds! ",9188872,02/10/2013,f,1,t,f,"Piney Branch Road, Takoma Park, MD 20912, United States","Takoma, Brightwood, Manor Park",Takoma Park,MD,20912,"Takoma Park, MD",38.98006671,-77.0155379,t,House,Entire home/apt,4,Real Bed,97,250,50,4,25,4,1125,0,0,3,3,5,02/12/2013,03/08/2014,f,moderate,f,f,1,0.22,88,9,9,10,10,9,9,Low,0075-0100
11,7678268,Great Penthouse View! Metro in 7min,"Enjoy a stay in my large one-bedroom penthouse apartment. It's a short walk to the red-line metro and not far from downtown. The building is very quiet and the view has kept me there for 4 years. Queen bed, connected TV, WiFi, and a full kitchen.",21704152,23/09/2014,f,1,t,t,"16th Street, Silver Spring, MD 20910, United States","Colonial Village, Shepherd Park, North Portal Estates",Silver Spring,MD,20910,"Silver Spring, MD",38.99593775,-77.03614117,t,Apartment,Entire home/apt,1,Real Bed,55,100,0,1,0,3,1125,0,0,0,0,1,28/09/2015,28/09/2015,f,strict,f,f,1,1,100,10,6,10,10,10,10,Medium,0050-0075
12,8457865,Sunny & Conveniently Located!,"Sunny & large bedroom has ample space (2 cedar lined closets) w/its own private bathroom; 2nd floor walk-up, garden-style condo building. Conveniently located near Washington DC, downtown Silver Spring & Chevy Chase-Bethesda, Md. Bus/Metro nearby.",44519208,18/09/2015,f,1,t,f,"Washington Avenue, Silver Spring, MD 20910, United States","Colonial Village, Shepherd Park, North Portal Estates",Silver Spring,MD,20910,"Silver Spring, MD",38.99204996,-77.04652369,t,Condominium,Private room,2,Real Bed,50,150,20,1,10,2,14,30,60,90,365,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0050-0075
13,6757134,Beautiful Private High-Rise Apt,"Come stay at this fantastic high-rise apartment located in Downtown Silver Spring.  Walk to shops, restaurants, and the METRO !!",3736766,02/10/2012,f,7,t,f,"East-West Highway, Silver Spring, MD 20910, United States","Colonial Village, Shepherd Park, North Portal Estates",Silver Spring,MD,20910,"Silver Spring, MD",38.99022645,-77.02981677,t,Apartment,Entire home/apt,2,Real Bed,99,0,125,1,0,7,1125,30,60,90,339,0,0,0,f,strict,f,f,1,0,0,0,0,0,0,0,0,None,0075-0100
14,295346,Renaissance Rm shared bath Eden PK,"Amazing location for this super-spacious room in Eden Park Guest House in safe and beautiful Takoma Park, the Renaissance Room comes w complimentary full breakfast, WIFI, full-size bed, shared bathroom, off-street parking. Walk 5 min to Takoma Metro Station, 1-2 blocks to eateries, shops",347309,14/01/2011,f,9,t,f,"Carroll Ave, Takoma Park, MD 20912, United States","Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Takoma Park,MD,20912,"Takoma Park, MD",38.97553592,-77.00896192,t,Bed & Breakfast,Private room,2,Real Bed,60,0,10,1,0,2,1125,26,56,86,361,2,17/05/2015,20/05/2015,t,flexible,t,t,2,0.43,90,10,9,9,8,10,10,Low,0050-0075
15,8479636,Cozy private second floor,"Your own private 2nd floor includes large room with double bed and full bath just 4 miles from the heart of DC in historic Mount Rainier, MD.",44659281,20/09/2015,f,1,t,t,"31st Street, Mount Rainier, MD 20712, United States","Woodridge, Fort Lincoln, Gateway",Mount Rainier,MD,20712,"Mount Rainier, MD",38.94070885,-76.96570499,t,House,Private room,2,Real Bed,52,0,0,2,15,1,1125,24,54,84,359,1,27/09/2015,27/09/2015,f,flexible,f,f,1,1,80,10,8,10,10,10,10,Medium,0050-0075
16,2310297,Cheap room near Fort Totten Metro,"The room is fully furnished with a bed, matress and bedding's.  I have attached some pictures",11798122,30/01/2014,f,1,t,f,"Chillum Rd, Hyattsville, MD 20782, United States","Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Hyattsville,MD,20782,"Hyattsville, MD",38.96183848,-76.99393298,t,Condominium,Private room,1,Real Bed,23,0,5,1,10,1,1125,3,28,58,333,1,01/10/2015,01/10/2015,t,flexible,f,f,1,1,100,10,10,10,10,10,10,Medium,0000-0050
17,6556520,"Near Washington,DC","Sleep on the futon in my studio apartment in a brand new luxury highrise just outside Washington, D.C. in Silver Spring Maryland. 2 blocks from Silver Spring metro.",34290236,26/05/2015,f,1,t,f,"East-West Highway, Silver Spring, MD 20910, United States","Colonial Village, Shepherd Park, North Portal Estates",Silver Spring,MD,20910,"Silver Spring, MD",38.99203001,-77.03090637,t,Apartment,Shared room,2,Real Bed,200,100,0,1,0,1,1125,28,58,88,363,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0200-0250
18,8519782,Sweet basement suite apartment,"Near West Hyattsville Metro, cozy, private apartment has kitchen, WiFi, Queen-sized bed plus plush single.  Full bath, two living areas, back deck, driveway, access to laundry, central air, two TV's, furnished.",4218349,22/11/2012,f,1,t,t,"29th St, Mount Rainier, MD 20712, United States","North Michigan Park, Michigan Park, University Heights",Mount Rainier,MD,20712,"Mount Rainier, MD",38.94441967,-76.9680864,f,Apartment,Entire home/apt,4,Real Bed,40,0,0,1,0,1,1125,0,0,0,0,0,0,0,f,moderate,f,f,1,0,0,0,0,0,0,0,0,None,0000-0050
19,8606980,Etta Mae Inn B&B - The Kiera room,"“The most charming B&B in the Washington DC area.” – (website hidden). Our comfortable & cosy deluxe double room The Kiera features generous amenities, warm inviting décor and antique furnishings. Queen size bed, private en-suite bathroom.",45276150,28/09/2015,f,3,t,f,"New York Avenue, Takoma Park, MD 20912, United States","Takoma, Brightwood, Manor Park",Takoma Park,MD,20912,"Takoma Park, MD",38.9839417,-77.01972979,f,Bed & Breakfast,Private room,2,Real Bed,135,0,0,1,0,1,1125,30,60,90,365,0,0,0,f,moderate,f,f,2,0,0,0,0,0,0,0,0,None,0125-0150
20,8485995,All the comfort you need.,"This will be home away from home for you. Located in a quiet safe neighborhood yet a stone throw from the hearth of the city.  The Apartment is very clean, the bath and showers are standard, memory luxury foam and a living room to match.",44546458,19/09/2015,f,1,t,f,"Arundel Road, Mount Rainier, MD 20712, United States","North Michigan Park, Michigan Park, University Heights",Mount Rainier,MD,20712,"Mount Rainier, MD",38.94550838,-76.97051506,t,Apartment,Entire home/apt,2,Real Bed,100,0,0,1,0,1,1125,30,60,90,365,0,0,0,f,moderate,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
21,8607216,Etta Mae Inn B&B - The Phoenix room,"“The most charming B&B in the Washington DC area.” – (website hidden). Our comfortable & elegant suite ThePhoenix features generous amenities, warm inviting décor and antique furnishings. Queen size bed, private en-suite bathroom, tub, double shower.",45276150,28/09/2015,f,3,t,f,"New York Avenue, Takoma Park, MD 20912, United States","Takoma, Brightwood, Manor Park",Takoma Park,MD,20912,"Takoma Park, MD",38.9841984,-77.01999601,f,Bed & Breakfast,Private room,2,Real Bed,225,0,0,1,0,1,1125,30,60,90,365,0,0,0,f,moderate,f,f,2,0,0,0,0,0,0,0,0,None,0200-0250
22,8568945,Sunny Cape Cod minutes from DC,"Come stay at our bright and spacious home! Less than a mile from Takoma metro, downtown Takoma Park and Silver Spring, you can enjoy easy access to DC without the hustle and bustle. Enjoy newly renovated gourmet kitchen stocked with exotic spices.",2245859,28/04/2012,f,1,t,f,"Baltimore Avenue, Takoma Park, MD 20912, United States","Takoma, Brightwood, Manor Park",Takoma Park,MD,20912,"Takoma Park, MD",38.98289926,-77.01764883,t,House,Entire home/apt,7,Real Bed,129,99,99,1,0,14,1125,0,0,30,120,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0125-0150
23,333613,CHIC DC URBAN RETREAT,"DESIGNER TOUCHES, URBAN CONVENIENCE. Stylish large studio, cozy bedding, breakfast/coffee/tea, full kitchen, treed views, peace and relaxation. Within two blocks: subway, zoo, shops, market, ethnic eateries, happy hours, spas, boutiques and more!",966914,14/08/2011,t,1,t,t,"Connecticut Ave, Washington, DC 20008, United States","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Washington,DC,20008,"Washington, DC",38.9287606,-77.04808778,t,Apartment,Entire home/apt,1,Real Bed,149,0,0,1,99,3,31,0,8,8,18,46,11/03/2012,01/10/2015,f,strict,f,f,1,1.06,100,10,10,10,10,10,10,Medium,0125-0150
24,1026034,Perfect studio in VERY central DC,"A charming, serene, and bright private studio apartment with very comfortable queen-sized bed and new kitchen area in a perfect neighborhood, convenient to everything.",2070536,04/04/2012,t,2,t,t,"Church Street, Washington, DC 20005, United States","Shaw, Logan Circle",Washington,DC,20005,"Washington, DC",38.90901842,-77.03317774,t,Apartment,Entire home/apt,4,Real Bed,150,100,30,2,20,2,365,16,46,76,351,84,20/05/2013,30/09/2015,f,moderate,t,t,2,2.91,99,10,10,10,10,10,9,Medium,0150-0200
25,2486785,"Logan Circle Loft 1bedroom, 1.5bath","walking distance to everything, 3 blocks to blue/orange line.  15 minute walk to Dupont Circle, White House, Monuments.  Full gourmet kitchen, washer/dryer, big screen tv, and much more.  Logan Circle is 5 minute walk ",12725500,02/03/2014,f,1,t,f,"13th Street Northwest, Washington, DC 20005, United States","Shaw, Logan Circle",Washington,DC,20005,"Washington, DC",38.90683107,-77.02987558,t,Apartment,Entire home/apt,4,Real Bed,175,0,25,2,25,1,1125,26,56,86,361,25,07/04/2014,01/08/2015,f,flexible,f,f,1,1.38,91,10,8,9,9,10,9,Medium,0150-0200
26,1822257,Updated 2BD Rowhome Steps to Metro,"Quiet two level, two bed rowhouse in historic Shaw is stylish and comfortable. Steps to Shaw/Howard Metro. Walk to Convention Center, Dupont, U Street, Chinatown, and more. 2nd bed is fold down futon. Skylights bring in abundant natural light. Cook's kitchen, grill, backyard, internet.",9540128,20/10/2013,f,1,t,t,"Rhode Island Avenue Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.91285513,-77.02218393,t,House,Entire home/apt,3,Real Bed,239,0,50,1,0,5,1125,10,40,70,345,4,16/12/2013,08/08/2014,f,strict,f,f,1,0.18,100,9,10,10,10,9,10,Low,0200-0250
27,5220279,Cozy Apt in the Heart of Hipsterdom,"Just steps away from Blagden Alley, Convention Center, Shaw, Chinatown, and Logan Circle, my fully furnished two-bedroom apartment is located in the energetic glow of all that is fun, new and hip in DC. In the immediate area, there are two grocery stores, numerous restaurants, bars, and coffee shops, a public library, a Metro station, movie theatre and bowling alley. And the apartment is located just a 20 minute walk from the National Mall and Smithsonian museums.",22207701,06/10/2014,f,1,t,t,"7th Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90602533,-77.02140581,t,Apartment,Private room,4,Real Bed,65,0,0,2,0,2,1125,6,33,63,63,2,13/08/2015,28/08/2015,f,flexible,f,f,1,1.15,100,10,10,10,10,10,10,Medium,0050-0075
28,3419118,Beautiful room in amazing location!,"Our apartment is in one of the best locations in town. Just 2 blocks from the metro and walking distance to bars, restaurants, Smithsonian museums, the national mall and more! Access to coffee, breakfast, kitchen, fridge, wifi, netflix and bikes! ",12772446,03/03/2014,f,1,t,t,"6th Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90836544,-77.02282043,t,Apartment,Private room,2,Real Bed,71,0,12,2,25,2,14,10,23,49,319,83,30/06/2014,25/09/2015,f,moderate,f,f,1,5.4,97,10,9,10,10,9,9,High,0050-0075
29,805961,Clean Studio - Next to Conv Center!,"I offer a clean and simple studio located one block from the Convention Center and three blocks from Logan Circle, DC's most centrally located and hippest neighborhood. If you are searching for an affordable, easily accessible place look no further!",4240274,25/11/2012,f,3,t,t,"10th Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90823242,-77.02509194,t,Apartment,Entire home/apt,2,Real Bed,80,0,0,1,0,1,1125,9,34,64,123,19,19/07/2015,27/09/2015,t,moderate,f,f,3,7.4,89,9,9,9,9,9,9,High,0075-0100
30,3362,Rowhouse,N/A,2798,07/09/2008,f,3,t,t,"P St Nw, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.91046091,-77.01933068,t,House,Private room,4,Real Bed,250,0,0,2,125,1,730,14,35,65,340,94,21/01/2009,12/06/2015,f,strict,f,f,3,1.15,95,9,9,10,10,8,9,Medium,0250-0350
31,93551,Upscale Master Close to Everything,N/A,481929,03/04/2011,f,5,t,t,"Rhode Island Ave, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.9123512,-77.0187326,t,House,Private room,2,Real Bed,138,250,50,1,20,1,365,30,60,90,365,47,19/04/2011,17/09/2015,f,moderate,t,t,4,0.87,92,9,8,10,10,8,9,Low,0125-0150
32,68962,Sunny Bedroom with En Suite Bath,"Our highly-rated sunny guest room features a double bed and en suite bath. Perfect location for Washington Convention and Verizon Center events and DC visitors. Includes nearly everything you need for a perfect visit, including self-serve breakfast.",343320,11/01/2011,t,1,t,f,"5th St, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.91042775,-77.02061907,t,House,Private room,2,Real Bed,94,0,0,1,25,2,21,6,26,41,308,150,12/03/2011,29/09/2015,f,moderate,t,t,1,2.7,98,10,10,10,10,9,10,Medium,0075-0100
33,3469191,2BR/2.5BTH PH Loft featured on HGTV,"Custom two story 2BR/2.5BTH penthouse loft unit with 3 private outdoor spaces in a historic row home.  Unit is centrally located next to Convention Center, Mt. Vernon Square, Shaw, Chinatown, Penn Quarter. Lots of natural light and very clean.",1640384,23/01/2012,t,2,t,t,"6th Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90797863,-77.01899723,t,Loft,Entire home/apt,5,Real Bed,283,500,120,4,50,3,1125,0,0,22,297,15,05/08/2014,20/07/2015,f,moderate,f,f,1,1.06,100,10,10,10,10,10,10,Medium,0250-0350
34,6778286,Sunny 1-Bed Apt White House / Logan,"1-bed apartment, 5 minutes to Logan / 14th st. and 15 min walk from the White House. 15 minutes or less to all metro lines. Full bed, plus air bed and small sleeper sofa. Full kitchen incl. dishwasher.  650 SQFT with high ceilings and great light.",25534764,03/01/2015,f,1,t,f,"Massachusetts Avenue Northwest, Washington, DC 20005, United States","Shaw, Logan Circle",Washington,DC,20005,"Washington, DC",38.90575583,-77.02955147,t,Apartment,Entire home/apt,3,Real Bed,127,0,0,1,0,3,16,0,0,0,0,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0125-0150
35,495042,CONVENTION CENTER METRO STATION #2,LOCATION LOCATION LOCATION: Historic O Street in the Center of the District!,871824,26/07/2011,f,2,t,f,"O Street, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90851208,-77.02558253,t,Townhouse,Private room,6,Real Bed,79,0,0,1,26,1,365,21,46,76,349,69,29/05/2012,16/09/2015,f,strict,f,f,2,1.69,91,9,10,10,10,9,9,Medium,0075-0100
36,7220873,Charming Garden Level Apartment,Experience DC like a local. Stay in a charming garden level apartment that is close to it all. Located between the bustle of the 14th street corridor and U Street and minutes away from two subway stations and several buses to downtown.,32791385,06/05/2015,f,1,t,t,"S Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.91358762,-77.02563638,t,Apartment,Entire home/apt,3,Real Bed,110,0,0,1,0,1,1125,0,0,0,62,1,03/08/2015,03/08/2015,f,flexible,f,f,1,0.48,100,10,10,10,10,10,10,Low,0100-0125
37,7524042,6 Mixed,shared 6 female and male mixed room,37920286,08/07/2015,f,3,t,f,"7th Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.91107388,-77.02320663,t,Dorm,Shared room,6,Real Bed,38,0,0,1,38,1,1125,28,58,88,363,2,28/08/2015,04/09/2015,t,flexible,f,f,3,1.62,95,10,10,10,10,10,10,Medium,0000-0050
38,5990979,"Dupont Circle, 14th ST Unbeatable!","You will have a hard time finding a better location. Located half a block off 14th St on S St in NW DC. Walk to Trader Joes, restaurants, bars shopping, trendy liquor store and also coffee shops. There is plenty to explore right off the block. ",8008783,07/08/2013,f,30,t,t,"S Street Northwest, Washington, DC 20009, United States","Shaw, Logan Circle",Washington,DC,20009,"Washington, DC",38.91285095,-77.03385691,t,House,Entire home/apt,9,Real Bed,480,0,200,6,5,3,1125,7,29,55,325,5,05/05/2015,29/09/2015,f,strict,f,f,27,0.99,95,10,10,10,10,10,10,Low,0350-0500
39,1086168,2bd/2ba A+ Logan Circle Penthouse,"Beautiful 2bd/2ba Penthouse 25 feet off Logan Circle! 17' ceilings, great art, vintage stereo, seats 12 for dinner, elegant living space, lofted lounge with sectional couch and DirecTV, fully-equipped kitchen, funky handmade light fixture and more!",5750063,03/04/2013,f,1,t,t,"Vermont Avenue Northwest, Washington, DC 20005, United States","Shaw, Logan Circle",Washington,DC,20005,"Washington, DC",38.90950939,-77.0326777,t,Apartment,Entire home/apt,6,Real Bed,372,0,80,4,40,3,1125,1,21,51,326,33,05/10/2013,18/09/2015,f,moderate,f,f,1,1.36,96,10,9,10,10,10,9,Medium,0350-0500
40,6688513,One Bedroom Apt. in heart of Shaw,Newly renovated one bedroom english basement apartment located in the heart of Shaw neighborhood. Amenities: 1 Bedroom 1 Bath Washer and Dryer Dishwasher Private Entrance Nearby Attractions: Compass Coffee Dacha Beer Garden Beau Thai,25197983,25/12/2014,f,1,t,t,"Q Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.91035119,-77.02361655,t,Apartment,Entire home/apt,3,Real Bed,125,0,60,2,0,1,30,9,27,57,57,11,03/07/2015,24/09/2015,t,flexible,f,f,1,3.55,93,9,9,9,10,9,9,Medium,0125-0150
41,3890477,Cozy Master Bedroom @ Logan Circle,ONE-bedroom ONE-bathroom is available for short-term or long-term rent in a TWO-bedroom TWO-bathroom TWO-floor apartment. The room is furnished and is in the first floor and the other room and the kitchen and the living room are in the second floor.,647625,31/05/2011,f,1,t,t,"13th Street Northwest, Washington, DC 20005, United States","Shaw, Logan Circle",Washington,DC,20005,"Washington, DC",38.90760295,-77.02877664,t,Apartment,Private room,2,Real Bed,89,200,30,1,20,1,1125,12,41,71,161,3,16/05/2015,29/08/2015,f,moderate,f,f,1,0.64,93,9,9,10,10,10,10,Low,0075-0100
42,6262632,Modern apartment in the heart of DC,"Cozy one bedroom apt, with lots of amenities including a rooftop pool, 24hr gym, and business center. Close to multiple restaurants, beer gardens, hipster coffee shops, and grocery store. 2 blocks away from Convention Center.",22586098,15/10/2014,f,2,t,t,"7th Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90990321,-77.02164964,t,Apartment,Shared room,1,Airbed,80,0,0,1,0,1,1125,25,55,85,360,5,08/05/2015,05/07/2015,f,moderate,f,f,2,1.01,96,9,9,9,10,10,9,Medium,0075-0100
43,1519460,"Convention Center, Sleeps 5 ","Fresh modern studio apartment a couple of blocks from the Washington Convention Center. Walk to the Metro, Monuments and Chinatown. This studio features a Queen Bed, Convertible Sofa and an air mattress upon request. Cook your meals in new equipped kitchen. Wi-Fi and Cable TV included. ",8008783,07/08/2013,f,30,t,t,"11th Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90633377,-77.02626349,t,Apartment,Entire home/apt,5,Real Bed,90,0,100,1,0,3,999,11,31,38,313,29,19/09/2013,16/09/2015,f,strict,f,f,27,1.17,91,10,9,9,9,9,9,Medium,0075-0100
44,5173258,M St Apt C,"Inspired by MidEast styles. 1 full bed, 1 air mattress. 5 min walk to metro, 10 minute walk to Chinatown, 20 minute walk to the Capital mall, and near good food! Free overnight, but 2-hr day limit for parking",6059772,23/04/2013,f,4,t,t,"M Street Northwest, Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.90712189,-77.0190373,t,Apartment,Entire home/apt,3,Real Bed,110,0,35,0,0,2,1125,13,40,70,345,32,25/02/2015,21/09/2015,f,flexible,t,t,4,4.34,84,9,8,8,8,9,9,High,0100-0125
45,3985441,Logan Circle Bright & Beautiful Apt,"This beautiful and bright apartment is located at the heart of DC's trendiest neighborhood with proximity and walking distance to downtown, bars and restaurants (le diplomate, Ghibellina, Pearl Dive,  Whole Foods and Trader Joe's, CVS, etc.",20655478,28/08/2014,f,1,t,t,", Washington, DC 20001, United States","Shaw, Logan Circle",Washington,DC,20001,"Washington, DC",38.91206899,-77.02654477,t,Apartment,Entire home/apt,3,Real Bed,100,0,40,1,20,3,1125,0,0,0,0,1,25/09/2015,25/09/2015,f,strict,f,f,1,1,100,10,10,10,10,10,10,Medium,0100-0125
46,5089898,Gorgeous + Location 2BR/2BA,"Our stylish brownstone apartment is steps from the the White House and all the entertainment Logan & Dupont have to offer. It's a trendy neighborhood in the heart of DC. Walk to the White House, metro across the city, or eat at the best restaurants in the city. Location. Location. Location.",14039163,08/04/2014,f,1,t,t,"15th Street Northwest, Washington, DC 20009, United States","Shaw, Logan Circle",Washington,DC,20009,"Washington, DC",38.90988182,-77.03371969,t,Apartment,Entire home/apt,4,Real Bed,250,250,75,4,25,1,100,3,3,10,41,15,23/03/2015,21/09/2015,f,strict,f,f,1,2.31,97,10,9,10,10,10,9,Medium,0250-0350
