,id,name,summary,host_id,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,city,state,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,review_scores_rating_new,review_scores_accuracy_new,review_scores_cleanliness_new,review_scores_checkin_new,review_scores_communication_new,review_scores_location_new,review_scores_value_new,reviews_per_month_category,price_range
123,3172888,Best Location Luxury 1 BR,"This is a perfect one bedroom in an outstanding location - perfect for the business traveler or demanding tourist.  Meticulously maintained, clean and white, quiet (11th floor) with hardwood floors.  Plus rooftop pool (May-September) and fitness room",16090942,28/05/2014,f,2,t,t,"D Street Northwest, Washington, DC 20004, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20004,"Washington, DC",38.89538942,-77.02054559,t,Apartment,Entire home/apt,2,Real Bed,167,575,104,1,0,5,1125,12,38,68,343,31,01/07/2014,27/08/2015,f,strict,f,f,1,2.02,94,10,9,9,9,10,10,Medium,0150-0200
124,6106389,Capitol City Chinatown Getaway,"Amazing 13th floor apartment ready for you to experience the DC area with convenience! Walkable to Chinatown, Metro, Verizon Center, Museums! This one bedroom spacious and light riddled apartment has amazing views and a rooftop to match.",2588970,09/06/2012,f,2,t,t,"L Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90509797,-77.0167189,t,Apartment,Entire home/apt,3,Real Bed,165,135,0,1,0,1,1125,0,0,0,138,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0150-0200
125,2477325,Master bedroom in NW DC,"It's the master bedroom of a row house not too far from Chinatown, Union station, and numerous stores, Nat'l Mall, Capitol Hill, etc.",11559071,22/01/2014,f,4,t,t,"1st Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.9056829,-77.01202827,t,House,Private room,3,Real Bed,104,200,0,2,15,2,1125,12,39,69,344,11,13/03/2014,20/09/2015,f,moderate,f,f,4,0.58,75,9,8,10,9,8,7,Low,0100-0125
126,805490,Awesome Location! -- Clean Studio,"I offer a clean and simple studio in the heart of Logan Circle, DC's most centrally located and hippest neighborhood.  If you are searching for an affordable, easily accessible place look no further!",4240274,25/11/2012,f,3,t,t,"12th St, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90492917,-77.0263579,t,Apartment,Entire home/apt,2,Real Bed,99,500,0,1,0,1,1125,5,26,55,58,169,09/12/2012,01/10/2015,t,moderate,f,f,3,4.93,82,8,8,9,9,9,8,High,0075-0100
127,4811421,Washington Suite,"This apartment defines DC urban living.  Surrounded by everything that makes Washington tick, including the Capitol, fine dining and an array of entertainment spots, the location of this apartment provides you with endless options.",24689607,10/12/2014,f,17,t,t,"Massachusetts Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.89895269,-77.0149355,t,Apartment,Entire home/apt,4,Real Bed,159,0,120,1,20,1,1125,25,55,85,360,0,0,0,f,strict,f,f,2,0,0,0,0,0,0,0,0,None,0150-0200
128,6430122,Downtown Luxury Furnished Studio,Modern corporate apartment with all of the amenities. A full service building  with a 24/7 Safeway next door located in Mt. Vernon Square/Chinatown. This will be your home away from home. Walking distance to all of downtown DC and the National Mall.,33431046,15/05/2015,f,1,t,t,"L Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90388849,-77.01749486,t,Apartment,Entire home/apt,2,Real Bed,190,0,0,0,0,3,1125,0,7,14,129,13,24/06/2015,24/09/2015,t,strict,f,f,1,3.82,95,10,9,10,10,10,10,Medium,0150-0200
129,4044606,Lux 1BR Apt near Logan Circle,"This amazing property is a 10 floor high-rise building that offers 5-star resident services including a rooftop swimming pool with spectacular D.C views, controlled building access and a 24 hour fitness center.          ",9419684,14/10/2013,f,206,t,t,"M Street Northwest, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90491061,-77.02989687,t,Apartment,Entire home/apt,3,Real Bed,246,0,100,1,0,3,1125,27,57,57,57,0,0,0,f,moderate,f,t,19,0,0,0,0,0,0,0,0,None,0200-0250
130,6376317,Luxury Apt In Heart of DC,Large 1Bdr in a brand new luxury building with superior amenities and personalized service. With luxury retail and trendy restaurants in walking distance.  All to bring you the best of DC.,2903010,11/07/2012,f,1,t,t,"10th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90531249,-77.02209897,f,Apartment,Entire home/apt,3,Real Bed,200,200,70,1,0,2,1125,1,11,36,305,14,17/05/2015,30/09/2015,f,flexible,f,f,1,3,98,10,10,10,10,10,10,Medium,0200-0250
131,1584147,Comfortable Modern Downtown Condo,N/A,3136596,02/08/2012,f,1,t,t,"12th Street Northwest, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90077204,-77.0246774,t,Apartment,Entire home/apt,3,Real Bed,215,0,0,2,20,1,1125,22,48,78,353,34,19/09/2013,17/09/2015,f,strict,f,t,1,1.37,95,9,9,10,10,10,9,Medium,0200-0250
132,8514469,Luxury- Right in the heart of DC,"The condo is in the heart of it all- walking distance to the Verizon Center and Convention center.  Restaurants, coffee shops and CVS right downstairs!  Awesome amenities...like: scenic rooftop pool with grills and loungers, and full size gym.",44834480,22/09/2015,f,1,t,f,"Massachusetts Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90120829,-77.01633753,t,Condominium,Entire home/apt,4,Real Bed,450,450,0,1,0,1,1125,30,60,90,365,0,0,0,f,moderate,f,f,1,0,0,0,0,0,0,0,0,None,0350-0500
133,7572512,Luxury 1 BR Suite Near Logan Circle,"This beautifully furnished apartment is complete with a fully equipped kitchen, a living area, and a spacious bedroom. On-site, guests have access to the building's rooftop pool, sun deck with BBQ grills, and a TV lounge.",30283594,30/03/2015,f,190,t,t,"M Street Northwest, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90500013,-77.02923984,t,Apartment,Entire home/apt,3,Real Bed,234,0,100,1,0,3,1125,30,60,90,365,0,0,0,f,strict,f,f,16,0,0,0,0,0,0,0,0,None,0200-0250
134,2477330,Cool bedroom: most cntrl part of DC,A perfect room for two (or one) travelers to enjoy the city either for fun or work. Situated just a few blocks away from Chinatown and Union station. Comes with a queen bed with a foam mattress. Just renovated!!!,11559071,22/01/2014,f,4,t,t,"1st Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90416965,-77.01281494,t,House,Private room,2,Real Bed,110,0,10,2,0,2,1125,13,40,70,345,33,07/03/2014,21/09/2015,f,moderate,f,f,4,1.72,91,9,9,10,9,9,9,Medium,0100-0125
135,7916003,Luxury Corporate Apartment in NW DC,"This well equipped corporate apartment is available to rent by the night/week/month. The property is new and has been completely outfitted - sheets, towels, dinnerware, HD TV, internet with WIFI. The building has a state of the art fitness center & business center - with optional parking. Conveniently located near Union Station, the Capital and all of the shopping and dining options of NOMA, K Street and Chinatown. Walmart is 2 blocks away.",41740449,17/08/2015,f,1,t,f,"K Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90426222,-77.01009846,t,Apartment,Entire home/apt,4,Real Bed,225,300,0,1,0,3,30,7,30,60,335,0,0,0,t,moderate,f,f,1,0,0,0,0,0,0,0,0,None,0200-0250
136,216398,[1396-1/2] 1BR - Newseum Residences,N/A,25188,10/07/2009,f,480,t,t,"Pennsylvania Ave, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.89283202,-77.01899905,t,Apartment,Entire home/apt,3,Real Bed,249,0,0,1,0,4,365,30,60,90,365,4,24/09/2011,12/03/2015,f,super_strict_30,f,t,5,0.08,100,10,10,10,10,10,9,Low,0200-0250
137,7114075,"Cozy, clean and convenient condo","Spend some time in the heart of DC in this private, cozy, open and clean space. Enjoy DC's warm summers on the patio.  A 5 minute walk to DC's 14th street smorgasbord of restaurants, bars and furniture/art galleries.",4475279,23/12/2012,f,1,t,t,"13th Street, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90539031,-77.02932422,t,Condominium,Entire home/apt,2,Real Bed,109,500,45,1,50,1,1125,0,30,60,60,0,0,0,f,flexible,t,t,1,0,0,0,0,0,0,0,0,None,0100-0125
138,7258774,2 Bed/2bath Apt. in Downtown DC,Luxurious 2-Bedroom / 2-Bath apartment centrally located yet nice and quiet. It has a great location with walking distance to most of DC tourist attractions and the Convention Center.  Access to metro and the Circulator is just a short walk away.,20335354,20/08/2014,f,1,t,t,"Mass Apartments, 425 Massachusetts Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90157468,-77.01577666,t,Apartment,Entire home/apt,4,Real Bed,250,0,70,1,0,3,1125,0,0,0,53,1,03/08/2015,03/08/2015,f,moderate,f,f,1,0.48,100,10,10,10,10,10,10,Low,0250-0350
139,3961511,Large/Comfy 1-BR Loft near Capitol ,"You will love our place! It features high ceilings, massive sun-filled windows, cozy balcony, and unique decorations make this apartment feel very roomy and open.   The location is close to most of DCs landmarks, metro, and other great amenities. ",2907753,11/07/2012,f,1,t,t,"4th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90150258,-77.01459088,t,Apartment,Entire home/apt,4,Real Bed,135,0,0,1,0,2,1125,0,0,0,182,2,01/09/2014,27/09/2014,f,moderate,f,f,1,0.15,100,10,10,10,10,10,10,Low,0125-0150
140,5353107,Comfortable Home Howard Homecoming,"My comfortable, spacious, and pretty apartment is available to celebrate for HOWARD HOMECOMING 2015. It is located just minutes from Howard University and Union Station. Come celebrate with a fellow Bison. IT'S HOWARD...YOU KNOWWW!!!!",27746397,14/02/2015,f,1,t,t,"New Jersey Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90415166,-77.01505902,t,Apartment,Private room,3,Real Bed,87,1000,40,1,90,2,30,22,52,82,357,2,06/07/2015,08/09/2015,f,strict,f,f,1,0.67,80,8,8,8,8,6,8,Low,0075-0100
141,536232,"""The Executive"" Flat - DC - 442",N/A,611958,22/05/2011,f,5,t,f,"Massachusetts Ave, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.8973664,-77.01793376,t,Apartment,Entire home/apt,4,Pull-out Sofa,210,200,60,4,20,1,90,8,38,68,343,103,28/06/2012,18/09/2015,f,strict,f,f,5,2.59,92,9,10,10,10,9,9,Medium,0200-0250
142,3477770,Spacious Home in Downtown DC,"Located steps from Chinatown, the National Mall, the Washington Convention Center, & DC's Metro -  this large property offers comfort and unrivaled convenience for any large group or family looking to enjoy the Nation's capital at a reasonable cost.",4897930,29/01/2013,f,2,t,t,"6th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90547366,-77.02053108,t,House,Entire home/apt,10,Real Bed,300,150,150,8,100,3,1125,11,27,48,299,5,01/08/2015,18/09/2015,t,strict,f,f,2,2.34,100,10,10,10,10,10,10,Medium,0250-0350
143,5411135,[1396-S]Studio At Newseum ,"On historic Pennsylvania Avenue, halfway between the U.S. Capitol and the White House, stands the Newseum, an extraordinary structure that goes behind the scenes of the story of a free press, a cornerstone of our democracy.      ",25188,10/07/2009,f,480,t,t,"Pennsylvania Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.89304843,-77.0201591,t,Apartment,Entire home/apt,2,Real Bed,189,0,0,1,0,4,365,8,38,68,343,0,0,0,f,super_strict_30,f,t,5,0,0,0,0,0,0,0,0,None,0150-0200
144,4772168,Private Room/Bath Near Convention ,"This modern and spacious master bedroom with private bathroom is 2 blocks from the Convention Center and a five minute walk from Chinatown. The apartment features an updated kitchen, 40"" Smart TV, wireless internet and 24/7 front desk security.",24615645,08/12/2014,f,1,t,t,"M Street Northwest, Washington, D.C., DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","Washington, D.C.",DC,20001,"Washington, DC",38.90481354,-77.02584423,t,Apartment,Private room,2,Real Bed,120,0,0,1,0,1,1125,0,0,0,273,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
145,7474964,3 blocks to Convention Ctr DC,This is a spacious one bedroom one bathroom that is on a tree lined street and 5 minute walk .3 mile to the Mt Vernon Convention Center Metro. Close to Chinatown metro. A mile from Capitol hill and DC attractions are all close stay in Midcity.,19904035,12/08/2014,f,1,t,f,"M Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90453668,-77.01622818,t,Apartment,Entire home/apt,2,Real Bed,200,0,0,1,0,1,1,0,10,10,285,1,16/08/2015,16/08/2015,f,flexible,f,f,1,0.61,100,10,10,10,10,10,10,Low,0200-0250
146,2707225,One Block from the White House!  ,"Surround yourself with the timeless presence of Washington; elegant and stately. 1 block from the White house and minutes to all museums. This Classic Revival building with its architectural details, 9-12' ceilings and original stone lobby.",9054845,25/09/2013,f,2,t,t,"15th Street Northwest, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.89894803,-77.03279296,t,Apartment,Entire home/apt,3,Real Bed,269,0,100,1,0,1,1125,4,29,55,145,6,23/07/2014,06/07/2015,f,moderate,f,f,1,0.41,88,9,10,9,10,10,9,Low,0250-0350
147,7630675,Luxury 1BR Apt in Newseum.,"This beautifully furnished apartment is complete with a fully equipped kitchen, a living area, and a spacious bedroom. Guests can enjoy upscale amenities like a  health center, gourmet coffee bar, a rooftop terrace, and a convenient business center.",30283594,30/03/2015,f,190,t,t,"Pennsylvania Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.89324232,-77.02017568,t,Apartment,Entire home/apt,3,Real Bed,569,0,100,1,0,3,1125,30,60,90,365,0,0,0,f,flexible,f,f,16,0,0,0,0,0,0,0,0,None,0500-1000
148,6288255,2 bedroom Condo w/private yard,"This 2 bedroom, 2 bath 1100 sq ft condo is conveniently located near the metro and has a private, 600 sq ft yard.",6081168,24/04/2013,f,2,t,t,"4th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90531783,-77.01514668,t,Apartment,Entire home/apt,4,Real Bed,120,500,100,1,0,1,1125,0,4,30,305,3,25/05/2015,19/09/2015,f,moderate,f,f,2,0.68,93,9,9,9,10,7,9,Low,0100-0125
149,6812558,Private Bath & Parking in Downtown,"• Upper floor in modern high-rise building  • Walk to Chinatown, Convention Center (5 min), Union Station (10 min), Capitol, White House (20 min)  • Private bath adjoining bedroom  • Free parking included  • Comfortable Twin XL bed",24421384,02/12/2014,t,2,t,t,"Massachusetts Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90157102,-77.01574978,t,Apartment,Private room,1,Real Bed,109,0,0,1,0,2,5,0,0,0,273,1,11/08/2015,11/08/2015,f,moderate,f,f,2,0.56,100,10,10,10,10,10,10,Low,0100-0125
150,6626883,Fresh & New Apartment in the City!,"Superb apt in a safe & lively neighborhood. Popular 14th St., chock full of award-winning restaurants & bars, is a 1 minute walk. Beautiful Logan Circle is a block & a half away. Metro everywhere-just a 10 min. walk to all major lines! Come visit DC!",30231074,29/03/2015,f,1,t,t,"13th Street Northwest, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90540462,-77.03050802,t,Apartment,Entire home/apt,3,Real Bed,150,0,25,1,0,2,1125,0,0,0,99,4,12/06/2015,09/07/2015,f,strict,f,f,1,1.05,90,10,10,9,10,10,9,Medium,0150-0200
151,1562024,Le Petit Coin de L'Enfant,"Inspired by French styles. 1 full bed, 1 air mattress. 5 min walk to metro, 10 minute walk to Chinatown, 20 minute walk to the Capital mall, and near good food! Free overnight, but 2-hr day limit for parking",6059772,23/04/2013,f,4,t,t,"M Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90504369,-77.01880601,t,Apartment,Entire home/apt,3,Real Bed,95,0,35,1,0,2,1125,6,24,54,323,70,02/10/2013,04/09/2015,f,flexible,t,t,4,2.87,81,8,8,9,9,9,8,Medium,0075-0100
152,6370764,Trendy Logan Circle apartment!,"A trendy, clean, and spacious luxury studio apartment in the heart of Washington, DC! Private access to full apartment for the duration of your stay. 5 min from convention center, 15 min walk to White House, National Mall, and Smithsonian Museums!",27224518,04/02/2015,f,1,t,t,"M Street Northwest, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90482723,-77.02685647,t,Apartment,Entire home/apt,4,Real Bed,119,0,0,1,0,1,20,2,2,2,2,0,0,0,f,strict,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
153,8390917,"Room in Downtown DC, Walk to Metro",We have one bed room apartment that has all modern amenities.We are offering our beautiful Sun room with sliding glass door to stay that has capacity to accommodate two persons.We welcome our guests to use common areas such as kitchen or TV lounge.,9988881,13/11/2013,f,1,t,t,"Massachusetts Avenue, N.W, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90158767,-77.01926965,t,Apartment,Private room,2,Real Bed,97,0,10,0,0,1,1125,18,48,78,353,2,17/09/2015,23/09/2015,f,flexible,f,f,1,2,100,10,10,10,10,10,10,Medium,0075-0100
154,2339961,Union Station/Chinatown/Downtown,"Stay in a modern, comfortable loft bedroom with private full bath & closet. Comfy pull out couch for sleeping. Located in Mt. Vernon/Chinatown near metro, bike share, Union Station, Verizon Ctr, Convention Ctr, Gtown Law and blocks from Natl Mall.",5589907,23/03/2013,f,1,t,t,"Massachusetts Avenue Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90058574,-77.01418067,t,Loft,Private room,2,Pull-out Sofa,99,0,10,1,25,1,4,24,54,84,84,51,20/02/2014,27/08/2015,f,moderate,f,f,1,2.59,94,10,10,10,10,10,9,Medium,0075-0100
155,3593404,"Luxury 1BR, Penthouse, Walk 2 Metro","Luxury 1BR condo with 10 foot ceiling.  Top floor unit with floor to ceiling windows and phenomenal view of DC. All of the upgrades and finishings of a high-end condo.  LOCATION! Chinatown metro, dining and shopping is just a short walk.",4737755,17/01/2013,t,1,t,t,"4th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90147432,-77.01641048,t,Apartment,Entire home/apt,2,Real Bed,295,0,65,2,0,1,1125,21,43,71,346,28,28/07/2014,24/07/2015,f,strict,f,f,1,1.94,97,10,10,10,10,9,9,Medium,0250-0350
156,6542545,Great DC View - Penthouse Loft,"Top floor, modern condo with huge rooftop deck for breathtaking city views.  Located in downtown DC, blocks from metro, restaurants and museums. Clean, quiet, comfy unit with open living space and an enclosed loft bedroom (only 3 steps).",26767877,26/01/2015,f,1,t,t,"4th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90071745,-77.01684978,t,Loft,Entire home/apt,2,Real Bed,149,150,0,1,15,2,1125,7,24,54,329,9,30/05/2015,24/09/2015,f,flexible,f,f,1,2.13,96,9,9,10,10,10,10,Medium,0125-0150
157,6911905,Brand New Apt in the NOMA district,"1 bedroom available in the heart of DC! 5 minute walk to the Union Station and walking distance to many attractions in DC. 10 minute walk to the Chinatown area and equidistant to the Capital Hill! Walmart, Starbucks, Peruvian Rotisseries restaurant and more just located on the 1st floor!",4584861,04/01/2013,f,1,t,t,"H St, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90032475,-77.01060137,f,Apartment,Private room,2,Real Bed,110,0,10,1,0,1,1125,12,42,72,330,10,06/07/2015,28/09/2015,t,flexible,f,f,1,3.33,92,9,10,10,9,9,9,Medium,0100-0125
158,8460219,City Center Convenience Near Metro!,"This English basement apartment is perfect for your trip to Washington, DC. It comfortably sleeps 5 adults, with 2 ""real"" beds and a sleeper-sofa. Also includes a full-kitchen and bathroom, washer-dryer and living/dining area. Metro is 2 blocks away.",44533866,18/09/2015,f,1,t,t,"6th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90414999,-77.02060693,t,Apartment,Entire home/apt,5,Real Bed,180,0,0,1,0,2,366,11,35,65,335,1,24/09/2015,24/09/2015,f,flexible,f,f,1,1,100,10,10,10,10,10,10,Medium,0150-0200
159,7870051,Cozy studio Capitol/Union/Gtown Law,"10 minute walk to the Capitol, National Mall and the museums, 4 minute walk to Union Station, 15 Minutes from Chinatown and Mount Vernon Area/Newseum, etc. This studio apartment has all that you need. Metro-accessible to Red and Green Lines.",41476654,14/08/2015,f,1,t,t,"E Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.89673074,-77.01133551,t,Apartment,Entire home/apt,2,Real Bed,150,0,75,2,80,3,1125,19,49,79,169,3,18/08/2015,27/09/2015,f,moderate,f,f,1,1.91,80,9,10,9,9,9,9,Medium,0150-0200
160,1498731,Fresh Fun Walk to Convention Center,This lower level apartment is in a Small Boutique Building. One block from the Convention Center and The Covention Center Metro. It is perfect for the budget shopper who will not compromise on location! You can walk to the White House and the Monuments!  ,8008783,07/08/2013,f,30,t,t,"11th Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90475151,-77.02632711,t,Apartment,Entire home/apt,6,Real Bed,150,0,129,1,0,3,100000,12,33,59,334,24,03/09/2013,21/09/2015,f,strict,f,f,27,0.95,86,9,9,9,9,9,9,Low,0150-0200
161,4629445,Huge Unit Near Everything!,I'm Moving with an overlap between my old & new place! Ideal for large group. 1 bedroom king bed with bath suite 1 bedroom queen bed with bath suite Televisions in both bedroom Basics all here LargeSofa and two coffee tables left in living room,23974493,20/11/2014,t,1,t,t,"3rd Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.89869539,-77.01661719,t,Apartment,Entire home/apt,5,Real Bed,155,99,90,4,15,2,1125,0,0,0,0,23,23/02/2015,08/08/2015,f,moderate,f,f,1,3.09,99,10,10,10,10,10,10,Medium,0150-0200
162,14570,Downtown Spacious BR /Private Bath,"Spacious, sunny bedroom with private, en-suite bathroom (full shower) in a two bedroom, two bathroom flat, located in a great, central neighborhood. Serene and quiet - yet right next to everything! Good continental breakfast included. ",56646,22/11/2009,t,1,t,t,"N St, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90426843,-77.02655963,t,Apartment,Private room,3,Real Bed,85,150,0,1,12,3,30,2,8,20,209,338,03/02/2010,22/09/2015,f,strict,t,t,1,4.9,97,10,10,10,10,9,10,High,0075-0100
163,1624943,"BEAUTIFUL ONE BEDROOM, DOWNTOWN DC","Looking for a beautiful, spacious 1 bedroom apartment in one of the city's best neighborhoods? Check out our place - the entire apartment is all yours!  It's clean, bright, safe and centrally located near the White House and 14th Street/U Corridor.",7728287,25/07/2013,f,1,t,t,"M Street Northwest, Washington, DC 20005, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20005,"Washington, DC",38.90451104,-77.03022189,t,Apartment,Entire home/apt,2,Real Bed,130,0,0,1,0,1,1125,0,3,33,302,4,26/05/2015,06/07/2015,f,flexible,f,f,1,0.92,85,10,9,10,10,10,9,Low,0125-0150
164,3421927,Great Apt in Great DC Neighborhood,"Stay in this wonderfully located & uniquely decorated apartment. Carvings & paintings decorate this chic abode.  Walking distance from downtown sights, monuments, gallery place, chinatown & seconds away  from convention center&several metro stops.",16100964,28/05/2014,f,1,t,t,"L Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90301688,-77.01858684,t,Apartment,Entire home/apt,3,Real Bed,120,0,50,1,0,1,1125,1,1,11,14,3,11/08/2015,13/09/2015,f,flexible,f,f,1,1.67,93,10,9,10,10,10,10,Medium,0100-0125
165,6792155,Comfy 1 BR Steps from Chinatown,"Great location! 5 - 10 minute walk from the Chinatown, Convention Center, and Penn Quarter area. Bike share across the street. A cloud-like queen-size mattress and quiet bedroom - the perfect launching pad for your DC experience!",15235972,07/05/2014,f,1,t,t,"L Street Northwest, Washington, DC 20001, United States","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Washington,DC,20001,"Washington, DC",38.90507876,-77.0184392,t,Apartment,Private room,2,Real Bed,90,0,10,2,65,2,1125,15,43,73,348,12,19/06/2015,20/09/2015,f,moderate,f,f,1,3.36,97,9,9,10,10,10,9,Medium,0075-0100
